id,name,nbItems,classification
papier_doré~product_simplification,papier doré,,orthographic
papier_double_lys~product_simplification,papier double lys,,simplification
papier_double_lys~product_simplification,papier double lys,,orthographic
papier_drapé~product_simplification,papier drapé,,simplification
papier_drapé~product_simplification,papier drapé,,orthographic
papier_en_balle~product_simplification,papier en balle,,simplification
papier_en_balle~product_simplification,papier en balles,,orthographic
papier_en_livres~product_simplification,papier en livres,,simplification
papier_en_livres~product_simplification,papier en livres,,orthographic
papier_estrasse~product_simplification,papier estrasse,,simplification
papier_estrasse~product_simplification,papier estrasse,,orthographic
papier_et_bois_d'éventail~product_simplification,papier et bois d'éventail,,simplification
papier_et_bois_d'éventail~product_simplification,papier et bois d'éventail,,orthographic
papier_étoile_fin~product_simplification,papier étoile fin,,simplification
papier_étoile_fin~product_simplification,papier étoile fin,,orthographic
papier_fin~product_simplification,papier fin,,simplification
papier_fin~product_simplification,papier fin,,orthographic
papier_fleuragé_et_doré~product_simplification,papier fleuragé et doré,,simplification
papier_fleuragé_et_doré~product_simplification,papier fleuragé et doré,,orthographic
papier_gaufré~product_simplification,papier gaufré,,simplification
papier_gaufré~product_simplification,papier gaufré,,orthographic
papier_de_Gênes_commun~product_simplification,papier de Gênes commun,,simplification
papier_de_Gênes_commun~product_simplification,papier Gênes commun,,orthographic
papier_de_Gênes_peint~product_simplification,papier de Gênes peint,,simplification
papier_de_Gênes_peint~product_simplification,papier Gênes peint,,orthographic
papier_grand_carnet~product_simplification,papier grand carnet,,simplification
papier_grand_carnet~product_simplification,papier grand carnet,,orthographic
papier_grand_compte~product_simplification,papier grand compte,,simplification
papier_grand_compte~product_simplification,papier grand compte,,orthographic
papier_grand_cornet~product_simplification,papier grand cornet,,simplification
papier_grand_cornet~product_simplification,papier grand cornet,,orthographic
papier_grand_éléphant~product_simplification,papier grand éléphant,,simplification
papier_grand_éléphant~product_simplification,papier grand éléphant,,orthographic
papier_grandes_rames~product_simplification,papier grandes rames,,simplification
papier_grandes_rames~product_simplification,papier grandes rames,,orthographic
papier_grand_format~product_simplification,papier grand format,,simplification
papier_grand_format~product_simplification,papier grand format,,orthographic
papier_grand_raisin~product_simplification,papier grand raisin,,simplification
papier_grand_raisin~product_simplification,papier grand raisin,,orthographic
papier_d'emballage_gris~product_simplification,papier d'emballage gris,,simplification
papier_d'emballage_gris~product_simplification,papier gris à paqueter,,orthographic
papier_gris_cassé~product_simplification,papier gris cassé,,simplification
papier_gris_cassé~product_simplification,papier gris cassé,,orthographic
papier_bleu_et_gris~product_simplification,papier bleu et gris,,simplification
papier_bleu_et_gris~product_simplification,papier gris et bleu,,orthographic
papier_impérial~product_simplification,papier impérial,,simplification
papier_impérial~product_simplification,papier impérial,,orthographic
papier_intissé~product_simplification,papier intissé,,simplification
papier_intissé~product_simplification,papier intissé,,orthographic
papier_jaune_fin~product_simplification,papier jaune fin,,simplification
papier_jaune_fin~product_simplification,papier jaune fin,,orthographic
papier_jésier~product_simplification,papier jésier,,simplification
papier_jésier~product_simplification,papier jésier,,orthographic
papier_étoile~product_simplification,papier étoile,,simplification
papier_étoile~product_simplification,papier l'étoile,,orthographic
papier_lombard~product_simplification,papier lombard,,simplification
papier_lombard~product_simplification,papier lombard,,orthographic
papier_marbré~product_simplification,papier marbré,,simplification
papier_marbré~product_simplification,papier marbré,,orthographic
papier_marbré_doré~product_simplification,papier marbré doré,,simplification
papier_marbré_doré~product_simplification,papier marbré en doré,,orthographic
papier_marbré_et_à_meubler~product_simplification,papier marbré et à meubler,,simplification
papier_marbré_et_à_meubler~product_simplification,papier marbré et à meubler,,orthographic
papier_doré_et_fleuragé_et_marbré~product_simplification,papier doré et fleuragé et marbré,,simplification
papier_doré_et_fleuragé_et_marbré~product_simplification,papier marbré fleuragé et doré,,orthographic
papier_métallisé~product_simplification,papier métallisé,,simplification
papier_métallisé~product_simplification,papier métallisé,,orthographic
papier_montage~product_simplification,papier montage,,simplification
papier_montage~product_simplification,papier montage,,orthographic
papier_musique_gravé~product_simplification,papier musique gravé,,simplification
papier_musique_gravé~product_simplification,papier musique gravé,,orthographic
papier_noir~product_simplification,papier noir,,simplification
papier_noir~product_simplification,papier noir,,orthographic
papier_pâte_fine~product_simplification,papier pâte fine,,simplification
papier_pâte_fine~product_simplification,papier pâte fine,,orthographic
papier_peint_à_tapisserie~product_simplification,papier peint à tapisserie,,simplification
papier_peint_à_tapisserie~product_simplification,papier peint à tapisserie,,orthographic
papier_peint_de_Chine~product_simplification,papier peint de Chine,,simplification
papier_peint_de_Chine~product_simplification,papier peint de Chine,,orthographic
papier_peint_en_rouleaux~product_simplification,papier peint en rouleaux,,simplification
papier_peint_en_rouleaux~product_simplification,papier peint en rouleaux,,orthographic
papier_peint_en_rouleaux_pour_teinture~product_simplification,papier peint en rouleaux pour teinture,,simplification
papier_peint_en_rouleaux_pour_teinture~product_simplification,papier peint en rouleaux pour teinture,,orthographic
papier_peint_et_à_meubler~product_simplification,papier peint et à meubler,,simplification
papier_peint_et_à_meubler~product_simplification,papier peint et à meubler,,orthographic
papier_peint_et_de_foulards~product_simplification,papier peint et de foulards,,simplification
papier_peint_et_de_foulards~product_simplification,papier peint et de foulards,,orthographic
papier_peint_pour_teinture~product_simplification,papier peint pour teinture,,simplification
papier_peint_pour_teinture~product_simplification,papier peint pour teinture,,orthographic
papier_petit~product_simplification,papier petit,,simplification
papier_petit~product_simplification,papier petit commun,,orthographic
papier_cornet_et_petit~product_simplification,papier cornet et petit,,simplification
papier_cornet_et_petit~product_simplification,papier petit cornet,,orthographic
papier_petit_fin~product_simplification,papier petit fin,,simplification
papier_petit_fin~product_simplification,papier petit fin,,orthographic
papier_de_Gênes_fin_et_petit~product_simplification,papier de Gênes fin et petit,,simplification
papier_de_Gênes_fin_et_petit~product_simplification,papier petit Gênes fin,,orthographic
papier_petit_pot~product_simplification,papier petit pot,,simplification
papier_petit_pot~product_simplification,papier petit pot,,orthographic
papier_pliage~product_simplification,papier pliage,,simplification
papier_pliage~product_simplification,papier pliage,,orthographic
papier_point~product_simplification,papier point,,simplification
papier_point~product_simplification,papier point,,orthographic
papier_pot~product_simplification,papier pot,,simplification
papier_pot~product_simplification,papier pot,,orthographic
papier_pot_fin~product_simplification,papier pot fin,,simplification
papier_pot_fin~product_simplification,papier pot fin,,orthographic
papier_pour_éventails~product_simplification,papier pour éventails,,simplification
papier_pour_éventails~product_simplification,papier pour éventails,,orthographic
papier_pour_tapisserie~product_simplification,papier pour tapisserie,,simplification
papier_pour_tapisserie~product_simplification,papier pour tapisserie,,orthographic
papier_raisin~product_simplification,papier raisin,,simplification
papier_raisin~product_simplification,papier raisin,,orthographic
papier_registres_blancs~product_simplification,papier registres blancs,,simplification
papier_registres_blancs~product_simplification,papier registres blancs,,orthographic
papier_roux~product_simplification,papier roux,,simplification
papier_roux~product_simplification,papier roux,,orthographic
papier_royal~product_simplification,papier royal,,simplification
papier_royal~product_simplification,papier royal,,orthographic
papier_tellière~product_simplification,papier tellière,,simplification
papier_tellière~product_simplification,papier tellière,,orthographic
papier_violet~product_simplification,papier violet,,simplification
papier_violet~product_simplification,papier violet,,orthographic
papillons~product_simplification,papillons,,simplification
papillons~product_simplification,papillons,,orthographic
papillons_secs~product_simplification,papillons secs,,simplification
papillons_secs~product_simplification,papillons secs,,orthographic
paquets~product_simplification,paquets,,simplification
paquets~product_simplification,paquets,,orthographic
parapluies~product_simplification,parapluies,,simplification
parapluies~product_simplification,parapluies,,orthographic
parapluies_autres_et_caracasse~product_simplification,parapluies autres et caracasse,,simplification
parapluies_autres_et_caracasse~product_simplification,parapluies autres et caracasse,,orthographic
parapluies_caracasse_de~product_simplification,parapluies caracasse de,,simplification
parapluies_caracasse_de~product_simplification,parapluies caracasse de,,orthographic
parapluies_communs~product_simplification,parapluies communs,,simplification
parapluies_communs~product_simplification,parapluies communs,,orthographic
parapluies_de_taffetas~product_simplification,parapluies de taffetas,,simplification
parapluies_de_taffetas~product_simplification,parapluies de taffetas,,orthographic
parapluies_de_toile~product_simplification,parapluies de toile,,simplification
parapluies_de_toile~product_simplification,parapluies de toile,,orthographic
parasols_de_coutil~product_simplification,parasols de coutil,,simplification
parasols_de_coutil~product_simplification,parasols de coutil,,orthographic
parasols_de_peau~product_simplification,parasols de peau,,simplification
parasols_de_peau~product_simplification,parasols de peau,,orthographic
parasols_de_taffetas~product_simplification,parasols de taffetas,,simplification
parasols_de_taffetas~product_simplification,parasols de taffetas,,orthographic
parasols_de_toile_cirée~product_simplification,parasols de toile cirée,,simplification
parasols_de_toile_cirée~product_simplification,parasols de toile cirée,,orthographic
paravent~product_simplification,paravent,,simplification
paravent~product_simplification,paravent,,orthographic
paravent_de_la_Chine~product_simplification,paravent de la Chine,,simplification
paravent_de_la_Chine~product_simplification,paravent de la Chine,,orthographic
paravent_peint~product_simplification,paravent peint,,simplification
paravent_peint~product_simplification,paravent peint,,orthographic
paravent_vernis~product_simplification,paravent vernis,,simplification
paravent_vernis~product_simplification,paravent vernis,,orthographic
parchemins_caficule~product_simplification,parchemins caficule,,simplification
parchemins_caficule~product_simplification,parchemin caficule,,orthographic
parchemins_en_feuilles~product_simplification,parchemins en feuilles,,simplification
parchemins_en_feuilles~product_simplification,parchemin en feuilles,,orthographic
parchemins_neufs~product_simplification,parchemins neufs,,simplification
parchemins_neufs~product_simplification,parchemin neuf,,orthographic
parchemins_vieux~product_simplification,parchemins vieux,,simplification
parchemins_vieux~product_simplification,parchemin vieux,,orthographic
parement~product_simplification,parement,,simplification
parement~product_simplification,parement,,orthographic
parfum~product_simplification,parfum,,simplification
parfum~product_simplification,parfum,,orthographic
parfumerie_à_la_valeur~product_simplification,parfumerie à la valeur,,simplification
parfumerie_à_la_valeur~product_simplification,parfumerie diverse à la valeur,,orthographic
parfumerie_eau_de_senteur~product_simplification,parfumerie eau de senteur,,simplification
parfumerie_eau_de_senteur~product_simplification,parfumerie eau de senteur,,orthographic
eau_d'odeur~product_simplification,eau d'odeur,,simplification
eau_d'odeur~product_simplification,parfumerie eau d'odeur,,orthographic
eau_et_essence~product_simplification,eau et essence,,simplification
eau_et_essence~product_simplification,parfumerie eau et essence diverses,,orthographic
parfumerie_et_eau_spiritueuse~product_simplification,parfumerie et eau spiritueuse,,simplification
parfumerie_et_eau_spiritueuse~product_simplification,parfumerie et eau spiritueuse,,orthographic
parfumerie_huile_et_essence~product_simplification,parfumerie huile et essence,,simplification
parfumerie_huile_et_essence~product_simplification,parfumerie huile et essence,,orthographic
parfumerie_mêlée_de_bois_odorant_ambre_gris_musc_eau_de_senteur_essence_et_huile_odorante_encens_myrrhe_poudre_et_pommade~product_simplification,parfumerie mêlée de bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,,simplification
parfumerie_mêlée_de_bois_odorant_ambre_gris_musc_eau_de_senteur_essence_et_huile_odorante_encens_myrrhe_poudre_et_pommade~product_simplification,parfumerie mêlée en bois odorant ambre gris musc eau de senteur essence et huile odorante encens myrrhe poudre et pommade,,orthographic
parfumerie_musc~product_simplification,parfumerie musc,,simplification
parfumerie_musc~product_simplification,parfumerie musc,,orthographic
pots_de_rouge~product_simplification,pots de rouge,,simplification
pots_de_rouge~product_simplification,parfumerie pots de rouge,,orthographic
parfumerie_poudre_à_poudrer~product_simplification,parfumerie poudre à poudrer,,simplification
parfumerie_poudre_à_poudrer~product_simplification,parfumerie poudre à poudrer,,orthographic
parfumerie_rouge~product_simplification,parfumerie rouge,,simplification
parfumerie_rouge~product_simplification,parfumerie rouge,,orthographic
soucade~product_simplification,soucade,,simplification
soucade~product_simplification,parfumerie soucade,,orthographic
pariera~product_simplification,pariera,,simplification
pariera~product_simplification,pariaca,,orthographic
parfumerie_poudre_d'odeur~product_simplification,parfumerie poudre d'odeur,,simplification
parfumerie_poudre_d'odeur~product_simplification,parmerie poudre d'odeur,,orthographic
parrancens~product_simplification,parrancens,,simplification
parrancens~product_simplification,parrancens,,orthographic
parse~product_simplification,parse,,simplification
parse~product_simplification,parse,,orthographic
???_particulièrement_en_chevaux~product_simplification,??? particulièrement en chevaux,,simplification
???_particulièrement_en_chevaux~product_simplification,??? particulièrement en chevaux,,orthographic
particuliers_français~product_simplification,particuliers français,,simplification
particuliers_français~product_simplification,particuliers français,,orthographic
restant_de_sa_cargaison_pour_Cherbourg~product_simplification,restant de sa cargaison pour Cherbourg,,simplification
restant_de_sa_cargaison_pour_Cherbourg~product_simplification,Partie de son chargement pour Cherbourg,,orthographic
parun~product_simplification,parun,,simplification
parun~product_simplification,parun,,orthographic
passagers~product_simplification,passagers,,simplification
passagers~product_simplification,passagers,,orthographic
passagers_algériens~product_simplification,passagers algériens,,simplification
passagers_algériens~product_simplification,passagers algériens,,orthographic
passementerie_argent_faux~product_simplification,passementerie argent faux,,simplification
passementerie_argent_faux~product_simplification,passementerie argent faux,,orthographic
passementerie_blanche_ou_mêlée_de_blanc~product_simplification,passementerie blanche ou mêlée de blanc,,simplification
passementerie_blanche_ou_mêlée_de_blanc~product_simplification,passementerie blanche ou mélangée de blanc,,orthographic
passementerie_de_fil~product_simplification,passementerie de fil,,simplification
passementerie_de_fil~product_simplification,passementerie de fil,,orthographic
passementerie_de_fil_de_chanvre_ou_de_lin_bis_écru_herbé_ou_mélangé~product_simplification,passementerie de fil de chanvre ou de lin bis écru herbé ou mélangé,,simplification
passementerie_de_fil_de_chanvre_ou_de_lin_bis_écru_herbé_ou_mélangé~product_simplification,passementerie de fil de lin et de chanvre blanc ou mélangé de blanc,,orthographic
passementerie_de_fil_de_chanvre_ou_de_lin_bis_écru_ou_herbé~product_simplification,passementerie de fil de chanvre ou de lin bis écru ou herbé,,simplification
passementerie_de_fil_de_chanvre_ou_de_lin_bis_écru_ou_herbé~product_simplification,passementerie de fil de lin et de chanvre écru bis ou herbé,,orthographic
passementerie_de_fil_de_chanvre_ou_de_lin_teint_en_tout_ou_partie~product_simplification,passementerie de fil de chanvre ou de lin teint en tout ou partie,,simplification
passementerie_de_fil_de_chanvre_ou_de_lin_teint_en_tout_ou_partie~product_simplification,passementerie de fil de lin et de chanvre teint en tout ou partie,,orthographic
passementerie_de_filoselle~product_simplification,passementerie de filoselle,,simplification
passementerie_de_filoselle~product_simplification,passementerie de filoselle,,orthographic
passementerie_de_laine_blanche_écrue_pure~product_simplification,passementerie de laine blanche écrue pure,,simplification
passementerie_de_laine_blanche_écrue_pure~product_simplification,passementerie de laine de laine pure écrue et blanche,,orthographic
passementerie_de_laine_mêlée_de_fil_laine_et_poil~product_simplification,passementerie de laine mêlée de fil laine et poil,,simplification
passementerie_de_laine_mêlée_de_fil_laine_et_poil~product_simplification,passementerie de laine mélangée de fil laine et poil,,orthographic
passementerie_de_soie_d'argent_ou_d'or_faux~product_simplification,passementerie de soie d'argent ou d'or faux,,simplification
passementerie_de_soie_d'argent_ou_d'or_faux~product_simplification,passementerie de soie d'or ou d'argent faux,,orthographic
passementerie_de_soie_d'argent_ou_d'or_fin~product_simplification,passementerie de soie d'argent ou d'or fin,,simplification
passementerie_de_soie_d'argent_ou_d'or_fin~product_simplification,passementerie de soie d'or ou d'argent fin,,orthographic
passementerie_bise_écrue_ou_herbée~product_simplification,passementerie bise écrue ou herbée,,simplification
passementerie_bise_écrue_ou_herbée~product_simplification,passementerie écrue bise ou herbée,,orthographic
cordonnet_de_poil_de_chèvre~product_simplification,cordonnet de poil de chèvre,,simplification
cordonnet_de_poil_de_chèvre~product_simplification,passementerie en cordonnet de poil de chèvre,,orthographic
passementerie_de_fil_de_soie_et_galon~product_simplification,passementerie de fil de soie et galon,,simplification
passementerie_de_fil_de_soie_et_galon~product_simplification,passementerie en fil soie et galon,,orthographic
galon_et_fleuret_et_frange~product_simplification,galon et fleuret et frange,,simplification
galon_et_fleuret_et_frange~product_simplification,passementerie en fleuret frange et galon,,orthographic
passementerie_en_frange_de_fil~product_simplification,passementerie en frange de fil,,simplification
passementerie_en_frange_de_fil~product_simplification,passementerie en frange de fil,,orthographic
laine_tressée~product_simplification,laine tressée,,simplification
laine_tressée~product_simplification,passementerie en laine tressée,,orthographic
cordons_de_montre_de_soie~product_simplification,cordons de montre de soie,,simplification
cordons_de_montre_de_soie~product_simplification,passementerie en soie cordons de montre,,orthographic
gants_en_soie~product_simplification,gants en soie,,simplification
gants_en_soie~product_simplification,passementerie en soie gants,,orthographic
passementerie_et_ruban_de_fleuret~product_simplification,passementerie et ruban de fleuret,,simplification
passementerie_et_ruban_de_fleuret~product_simplification,passementerie et ruban de fleuret,,orthographic
passementerie_fine_en_filet_d'or~product_simplification,passementerie fine en filet d'or,,simplification
passementerie_fine_en_filet_d'or~product_simplification,passementerie fine en filets d'or,,orthographic
passementerie_fine_en_velours~product_simplification,passementerie fine en velours,,simplification
passementerie_fine_en_velours~product_simplification,passementerie fine en velours,,orthographic
passementerie_mêlées_d'autres_matières_que_d'argent_ou_d'or~product_simplification,passementerie mêlées d'autres matières que d'argent ou d'or,,simplification
passementerie_mêlées_d'autres_matières_que_d'argent_ou_d'or~product_simplification,passementerie mêlées d'autres matières que d'or ou d'argent,,orthographic
passementerie_mêlée_d'argent_ou_d'or_faux_ou_fin~product_simplification,passementerie mêlée d'argent ou d'or faux ou fin,,simplification
passementerie_mêlée_d'argent_ou_d'or_faux_ou_fin~product_simplification,passementerie mêlées d'or ou d'argent fin ou faux,,orthographic
passementerie_teinte_en_tout_ou_partie~product_simplification,passementerie teinte en tout ou partie,,simplification
passementerie_teinte_en_tout_ou_partie~product_simplification,passementerie teinte en tout ou partie,,orthographic
tresse_de_laine_30_lignes~product_simplification,tresse de laine 30 lignes,,simplification
tresse_de_laine_30_lignes~product_simplification,passementerie tresse de laine 30 lignes,,orthographic
passementerie_d'argent~product_simplification,passementerie d'argent,,simplification
passementerie_d'argent~product_simplification,passements d'argent,,orthographic
passementerie_de_fil_et_coton~product_simplification,passementerie de fil et coton,,simplification
passementerie_de_fil_et_coton~product_simplification,passements de fil et coton,,orthographic
passementerie_de_fil_et_laine~product_simplification,passementerie de fil et laine,,simplification
passementerie_de_fil_et_laine~product_simplification,passements de fil et laine,,orthographic
passementerie_de_fil_et_soie~product_simplification,passementerie de fil et soie,,simplification
passementerie_de_fil_et_soie~product_simplification,passements de fil et soie,,orthographic
passementerie_de_laine_ou_sayette~product_simplification,passementerie de laine ou sayette,,simplification
passementerie_de_laine_ou_sayette~product_simplification,passements de laine ou sayette,,orthographic
passementerie_de_poil_de_chèvre~product_simplification,passementerie de poil de chèvre,,simplification
passementerie_de_poil_de_chèvre~product_simplification,passements de poil de chèvre,,orthographic
passementerie_de_soie_et_laine~product_simplification,passementerie de soie et laine,,simplification
passementerie_de_soie_et_laine~product_simplification,passements de soie et laine,,orthographic
passementerie_d'or~product_simplification,passementerie d'or,,simplification
passementerie_d'or~product_simplification,passements d'or,,orthographic
passementerie_d'or_et_d'argent~product_simplification,passementerie d'or et d'argent,,simplification
passementerie_d'or_et_d'argent~product_simplification,passements d'or et d'argent,,orthographic
passementerie_d'or_et_de_soie~product_simplification,passementerie d'or et de soie,,simplification
passementerie_d'or_et_de_soie~product_simplification,passements d'or et de soie,,orthographic
galon_d'or_et_d'argent~product_simplification,galon d'or et d'argent,,simplification
galon_d'or_et_d'argent~product_simplification,passements galon d'or et d'argent,,orthographic
galon_d'or_et_d'argent_faux~product_simplification,galon d'or et d'argent faux,,simplification
galon_d'or_et_d'argent_faux~product_simplification,passements galon d'or et d'argent faux,,orthographic
galon_d'or_et_d'argent_fin~product_simplification,galon d'or et d'argent fin,,simplification
galon_d'or_et_d'argent_fin~product_simplification,passements galon d'or et d'argent fin,,orthographic
passementerie_divers~product_simplification,passementerie divers,,simplification
passementerie_divers~product_simplification,passements mêlés,,orthographic
passementerie_mêlé_de_soie~product_simplification,passementerie mêlé de soie,,simplification
passementerie_mêlé_de_soie~product_simplification,passements mêlés de soie,,orthographic
passepierre~product_simplification,passepierre,,simplification
passepierre~product_simplification,passepierre,,orthographic
passes~product_simplification,passes,,simplification
passes~product_simplification,passes,,orthographic
pastel_romain~product_simplification,pastel romain,,simplification
pastel_romain~product_simplification,pastel romain,,orthographic
pastèques~product_simplification,pastèques,,simplification
pastèques~product_simplification,pastèques,,orthographic
pastilles~product_simplification,pastilles,,simplification
pastilles~product_simplification,pastilles,,orthographic
pastilles_odoriférantes_à_brûler~product_simplification,pastilles odoriférantes à brûler,,simplification
pastilles_odoriférantes_à_brûler~product_simplification,pastilles odoriférantes à brûler,,orthographic
pastilles_odoriférantes_du_sérail~product_simplification,pastilles odoriférantes du sérail,,simplification
pastilles_odoriférantes_du_sérail~product_simplification,pastilles odoriférantes du sérail,,orthographic
pataques~product_simplification,pataques,,simplification
pataques~product_simplification,pataques,,orthographic
pâte_à_fruits~product_simplification,pâte à fruits,,simplification
pâte_à_fruits~product_simplification,pâte à fruits,,orthographic
pâte_d'asperges~product_simplification,pâte d'asperges,,simplification
pâte_d'asperges~product_simplification,pâte d'asperges,,orthographic
pâte_de_guimauve~product_simplification,pâte de guimauve,,simplification
pâte_de_guimauve~product_simplification,pâte de guimauve,,orthographic
pâte_de_pastel~product_simplification,pâte de pastel,,simplification
pâte_de_pastel~product_simplification,pâte de pastel,,orthographic
réglisse_en_pâte~product_simplification,réglisse en pâte,,simplification
réglisse_en_pâte~product_simplification,pâte de réglisse,,orthographic
pâte_d'Italie_et_autres_granulés~product_simplification,pâte d'Italie et autres granulés,,simplification
pâte_d'Italie_et_autres_granulés~product_simplification,pâte d'Italie et autres granulés,,orthographic
pâte_d'Italie_macaroni_et_vermicelle~product_simplification,pâte d'Italie macaroni et vermicelle,,simplification
pâte_d'Italie_macaroni_et_vermicelle~product_simplification,pâte d'Italie macaroni et vermicelle,,orthographic
pâte_d'Italie_vermicelle_macaroni~product_simplification,pâte d'Italie vermicelle macaroni,,simplification
pâte_d'Italie_vermicelle_macaroni~product_simplification,pâte d'Italie ou vermicellle macaroni etc.,,orthographic
pâte_d'Italie_sagou~product_simplification,pâte d'Italie sagou,,simplification
pâte_d'Italie_sagou~product_simplification,pâte d'Italie sagou,,orthographic
pâte_d'Italie_semoule~product_simplification,pâte d'Italie semoule,,simplification
pâte_d'Italie_semoule~product_simplification,pâte d'Italie semoule,,orthographic
pâte_macaroni~product_simplification,pâte macaroni,,simplification
pâte_macaroni~product_simplification,pâte dite macaroni,,orthographic
pâte_d'orgeat~product_simplification,pâte d'orgeat,,simplification
pâte_d'orgeat~product_simplification,pâte d'orgeat,,orthographic
pâte_et_savon_liquide~product_simplification,pâte et savon liquide,,simplification
pâte_et_savon_liquide~product_simplification,pâte et savon liquide en poudre pain etc,,orthographic
pâte_d'orgeat_et_sirop_d'orgeat~product_simplification,pâte d'orgeat et sirop d'orgeat,,simplification
pâte_d'orgeat_et_sirop_d'orgeat~product_simplification,pâte et sirop d'orgeat,,orthographic
pâte_et_tablette_de_guimauve~product_simplification,pâte et tablette de guimauve,,simplification
pâte_et_tablette_de_guimauve~product_simplification,pâte et tablettes de guimauve,,orthographic
pâte_granulée~product_simplification,pâte granulée,,simplification
pâte_granulée~product_simplification,pâte granulée,,orthographic
pâte_italienne~product_simplification,pâte italienne,,simplification
pâte_italienne~product_simplification,pâte italienne,,orthographic
patenas~product_simplification,patenas,,simplification
patenas~product_simplification,patenas,,orthographic
patenottes~product_simplification,patenottes,,simplification
patenottes~product_simplification,patenottes,,orthographic
pâte_ou_vermicelle~product_simplification,pâte ou vermicelle,,simplification
pâte_ou_vermicelle~product_simplification,pâte ou vermicelle,,orthographic
pâte_ou_vieux_chiffons~product_simplification,pâte ou vieux chiffons,,simplification
pâte_ou_vieux_chiffons~product_simplification,pâte ou vieux chiffons,,orthographic
pâtés~product_simplification,pâtés,,simplification
pâtés~product_simplification,pâtés,,orthographic
pâte_sagou~product_simplification,pâte sagou,,simplification
pâte_sagou~product_simplification,pâte sagou,,orthographic
pâtés_de_canard~product_simplification,pâtés de canard,,simplification
pâtés_de_canard~product_simplification,pâtés de canard,,orthographic
pâtés_de_chèvre_et_autre~product_simplification,pâtés de chèvre et autre,,simplification
pâtés_de_chèvre_et_autre~product_simplification,pâtés de chèvre et autres,,orthographic
pâte_semoule~product_simplification,pâte semoule,,simplification
pâte_semoule~product_simplification,pâte semoule,,orthographic
pâté_de_viande~product_simplification,pâté de viande,,simplification
pâté_de_viande~product_simplification,pâté viande,,orthographic
patine~product_simplification,patine,,simplification
patine~product_simplification,patine,,orthographic
patins_?~product_simplification,patins ?,,simplification
patins_?~product_simplification,patins ?,,orthographic
patins~product_simplification,patins,,simplification
patins~product_simplification,patins,,orthographic
patins_à_glisser~product_simplification,patins à glisser,,simplification
patins_à_glisser~product_simplification,patins à glisser,,orthographic
patins_de_bois~product_simplification,patins de bois,,simplification
patins_de_bois~product_simplification,patins de bois,,orthographic
patins_pour_femme~product_simplification,patins pour femme,,simplification
patins_pour_femme~product_simplification,patins pour femme,,orthographic
patissoye_uni~product_simplification,patissoye uni,,simplification
patissoye_uni~product_simplification,patissoye uni,,orthographic
patte_d'oie~product_simplification,patte d'oie,,simplification
patte_d'oie~product_simplification,patte d'oie,,orthographic
pattedrille~product_simplification,pattedrille,,simplification
pattedrille~product_simplification,pattedrille,,orthographic
patterie~product_simplification,patterie,,simplification
patterie~product_simplification,patterie diverse,,orthographic
pattes_d'ancre~product_simplification,pattes d'ancre,,simplification
pattes_d'ancre~product_simplification,pattes d'ancres,,orthographic
paume~product_simplification,paume,,simplification
paume~product_simplification,paume,,orthographic
paumelle~product_simplification,paumelle,,simplification
paumelle~product_simplification,paumelle,,orthographic
paumelle_pour_voile~product_simplification,paumelle pour voile,,simplification
paumelle_pour_voile~product_simplification,paumelle à voiler,,orthographic
paumelle_germée~product_simplification,paumelle germée,,simplification
paumelle_germée~product_simplification,paumelle germée,,orthographic
pauvre_noir~product_simplification,pauvre noir,,simplification
pauvre_noir~product_simplification,pauvre noir,,orthographic
morue_en_pavé~product_simplification,morue en pavé,,simplification
morue_en_pavé~product_simplification,pavé de morue,,orthographic
pavé_pour_sol~product_simplification,pavé pour sol,,simplification
pavé_pour_sol~product_simplification,pavé sol,,orthographic
pavillon_de_toile~product_simplification,pavillon de toile,,simplification
pavillon_de_toile~product_simplification,pavillon de toile,,orthographic
pavots~product_simplification,pavots,,simplification
pavots~product_simplification,pavots,,orthographic
peaux_à_faire_tambours~product_simplification,peaux à faire tambours,,simplification
peaux_à_faire_tambours~product_simplification,peaux à faire tambours,,orthographic
peaux_à_panches~product_simplification,peaux à panches,,simplification
peaux_à_panches~product_simplification,peaux à panches,,orthographic
peaux_apprêtées_de_buffle~product_simplification,peaux apprêtées de buffle,,simplification
peaux_apprêtées_de_buffle~product_simplification,peaux apprêtées de buffle,,orthographic
peaux_apprêtées_de_chèvre_et_chevreau~product_simplification,peaux apprêtées de chèvre et chevreau,,simplification
peaux_apprêtées_de_chèvre_et_chevreau~product_simplification,peaux apprêtées de chèvre et chevreau,,orthographic
peaux_apprêtées_de_maroquins~product_simplification,peaux apprêtées de maroquins,,simplification
peaux_apprêtées_de_maroquins~product_simplification,peaux apprêtées de maroquins,,orthographic
peaux_apprêtées_de_roussette~product_simplification,peaux apprêtées de roussette,,simplification
peaux_apprêtées_de_roussette~product_simplification,peaux apprêtées de roussette,,orthographic
peaux_apprêtées_passées_en_maroquins~product_simplification,peaux apprêtées passées en maroquins,,simplification
peaux_apprêtées_passées_en_maroquins~product_simplification,peaux apprêtées passées en maroquins,,orthographic
peaux_blanches_apprêtées~product_simplification,peaux blanches apprêtées,,simplification
peaux_blanches_apprêtées~product_simplification,peaux blanches apprêtées,,orthographic
peaux_bronzées~product_simplification,peaux bronzées,,simplification
peaux_bronzées~product_simplification,peaux bronzées,,orthographic
